,Title,Post Text,Category
1240,"Account Deactivated - Restricted Products - Holding over $700,000!","Our account was deactivated and Im at my wits end trying to get us reinstated. Amazon is currently holding over $700,000 of our money.
We own 7 beauty supply stores and when the pandemic hit and we had to shut our stores down, we had a warehouse full of truckloads of product, including face masks and gloves. We wanted to help get these products into the hands of people needing them so we posted them on Amazon and sold so many we could barely keep up with the orders.
Then, Amazon decides to put face masks on the restricted products list and we began receiving notices. We closed the listings and removed them from our inventory. We then reached out to the Covid 19 team which Amazon assembled to help sellers get items like much needed masks into the hands of those working on the front lines helping people with the virus. We connected with an Amazon business development rep who gave us a template to list all items we were able to make available. We literally have truckloads of hand sanitizer, gloves, masks, etc. Filled out the template and sent over and the very same day we receive notification our account is deactivated
this is what the notification said:
You have deceptively listed N95 or similar masks in our consumer store. This product type is currently restricted from sale on Amazon.com 1. Items sold on Amazon.com 1 must adhere to all applicable laws and Amazons policies.
How do I reactivate my account?
To reactivate your selling account, please submit evidence or documentation demonstrating that your account has not violated our Restricted Products policy.
How do I send the required information?
To submit this information, please reply to this message. You may also visit the Performance Notifications page under the Performance section of your account, find this message, and click the Appeal button.
What happens if I do not send the required information?
If we do not receive the required information your account will remain deactivated and we may permanently withhold any payments to you. You can see your balance and settlement information in the Payments section of Seller Central. If you have questions about those, please send an email to payments-funds@amazon.com.
Has your account been deactivated in error?
If you believe the products that caused your account deactivation are permitted for sale on Amazon, please include evidence or documentation demonstrating that your account has not violated our restricted products policy and we will investigate your concern.
If we confirm your account has violated our restricted products policy your account will remain deactivated.
so I have submitted a few plans of action - with no success. Ive talked to 4 different seller performance reps and each one tells me something different.
Ive worked with other sellers to get them reinstated and usually, a short plan of action listing root cause, resolution, and preventative is the best format. However, Ive now had two reps tell me to put more into it - give more descriptive explanations.
The thing is - I do not know what they are looking for exactly. Below is the plan I just submitted yesterdayI would very much welcome advice or recommendationsthey are hold 3/4s of a million dollars - its ALOT of money.
Oh and I should add that when we were deactivated, we had 7,000 orders for gloves and when I inquired as to whether we should cancel those orders I was told no, go ahead and ship all the ordersbut Amazon gets to keep our money?
Thanks!
Appeal submitted 5/5/2020
Dear Seller Performance Team,
Regarding our account being deactivated due to reason stated:
You have deceptively listed N95 or similar masks in our consumer store. This product type is currently restricted from sale on Amazon.com 1. Items sold on Amazon.com 1 must adhere to all applicable laws and Amazons policies.
We never intentionally or deceptively listed products as N95 rated. We submit the following information to appeal this decision:
Root Cause
The masks we listed for sale are not N95 rated. We have the FDA registered certification and invoice from our supplier which states they are not for medical use and are intended for civilian use. Please see attached documents.
We never intentionally claimed the masks we were selling on Amazon were N95 rated. However, upon researching our listings, shipped orders, and cancelled orders it appears one of our listings was incorrectly listed as N95.
The ASIN I am referring to is: B086PYYJFG
When our employee added this product to our inventory, during the listing creation process, he incorrectly selected and joined an already existing listing, adding us as other sellers also selling this product.
He selected this listing as the image shown was the same as our product and the title had no brand name assigned to it. Our product also was not branded. It was purchased directly from the manufacturer, had generic packaging, and was not a brand specific item.
The root cause of this issue stems from a combination of errors we made:
We joined a listing that stated in its title that it was N95 rated when, in fact, our product was not rated N95. Had we provided more in-depth product education; our employee would not have joined this listing as it did not accurately describe our product.
We failed to train our employee to check the restricted product list before adding it to our inventory to ensure it was not considered a restricted product. Our employee assumed that the listing he was joining complied and did not violate Amazons restricted product policy.
The root cause of this issue is we failed to provide adequate training to employees working in Seller Central.
We did not provide enough product education. Had our employee been fully educated on disposable masks, he would have known this product was not an N95 rated mask.
We also did not train our employee to make checking the restricted product list the first step when adding a product to our inventory in Seller Central. Had he checked restricted products, and been properly educated on the product, he would have known N95 masks were restricted, and he would have not selected a listing claiming the N95 rating.
We realize our inadequate training is the root cause of this issue.
Resolution
We closed the listing and deleted it from our inventory.
We canceled the 38 orders placed for this product. Fortunately, no orders were ever shipped to customers.
Realizing this issue stemmed from our failure to properly train our employees, we implemented new policies and procedures within our company. All employees assigned to tasks related to Amazon are now fully trained on Amazon regulations and restricted products policies.
Employees who work in Seller Central are now fully trained on the restricted product list  where to find it, how to look up a product, and the first step of adding a product to our inventory is to check the restricted product list. When adding new products to our inventory, if the product already exists in Amazons catalog, before adding it to our inventory they must go to the listing on Amazon.com 1 and ensure the listing content accurately describes the product and that none of the content is in any way violating Amazon regulations.
Employees are now provided in depth product education. We have live product education meetings during which we provide extensive detail for each product we intend to list on Amazon. They must understand the product before they can assess an already established listing for accurate product description or, if not found in Amazons catalog, create a product listing that accurately describes the product.
Every person working in Seller Central has now been taught the importance of providing accurate product details, checking the restricted product list prior to adding a product to our inventory, and reading every single detail of already established listings to ensure they are compliant and that they are, in fact, the exact same product we are listing to sell.
Preventative Measures
To ensure we are always fully in compliance, we have created a new position within our company and have filled it with a trusted employee. The position is Product Manager and it is that roles responsibility to know all the laws, regulations, and necessary certifications etc. for every product. That role also includes new product research, before even considering creating a product with our factory, we must first know all of Amazons requirements for that product type. It is this roles responsibility to ensure our Amazon team workers are fully educated on the product and new listings are fully compliant with Amazons policies.
And last, but not least, we will perform audits 4 times a year, checking every listing to ensure it has not been added to the restricted products list and that our listing content is in compliance with Amazons listing requirements and regulations.
Future with Amazon
Pending reinstatement, our plan is to longer sell masks, or any other product related to the Covid 19 pandemic. We will sell only beauty and nail related products.
We appreciate your review of this appeal and hope our account will be reinstated. We value our ability to sell in Amazons marketplace and never intentionally set out to deceive or abuse our selling privileges.
Thank you!
.",Account Health
1241,Confused about Soap- Restricted products. Need help,"Hello
We received a performance notification that some of our long time selling soaps were removed from Amazons inventory as they are restricted products under the new COVID-19 restricted products update that include soaps.
Here are few of them:
Florinda Magic of Flowers White Moss Vegetal Soap Bar 100g 3.5ozB07C446N6Z
Florinda Flowers White Moss Vegetal Soap Bar 1.76 OuncesB07BT4BJTY
Florinda Fruits Passion Mandarin Vegetal Soap Bar 100g 3.5ozB07C3NSDPN
Florinda Flowers Tuberose Vegetal Soap Bar 50g 1.76ozB07C3Y725S
We close the listings and we close the listings on all our soaps as requested in the notification (around 1500 products)
We open a case with Seller Support and we received the following advice:
You need to complete the form below to sell soaps
https://sellercentral.amazon.com/gp/covid-product-approval/requestForm.html?language=en_CA&ref=ag_xx_cont_GU5H4KPBMUFE6XHH 5
We completed it and sent it 10 days ago, no answer. Anyway this is for NEW listings and ours are not new. We contacted seller support again and they gave as the following advice:
Requirements for listing existing Personal Safety and Household products
When applying to sell existing products, you will be asked to provide some or all of the following:
At least one purchase invoice for the products from a manufacturer or distributor
Photos of the product or its packaging
Consent to [Amazons Marketplace Fair Pricing Policy]
Ok that is good we thought: we have invoices, authorizations, photos, even FDA VCRP-s, etc, we have everything.
But where to actually SEND all the papers? We could not find an answer and we are going around the tail for 10 days now.
Adding existing product from inventory is not working as these products are removed from Amazons catalog and we can not find them to add them.
Anybody know where we can send all the papers have these products reinstated?
Also we have around 1500 regular soaps shower gels and shampoos listings closed because we do not want to receive performance notifications for them too. We also have documents for them and we dont know where to send them.
Please advise",Account Health
1242,Your Amazon.com selling privileges have been removed,"Below is the latest message I received from Amazon.
Hello,
Your Amazon.com Seller account has been deactivated in accordance with section 3 of Amazons Business Solutions Agreement. Your listings have been disabled. Funds will not be transferred to you but will be held in your account while we work with you to address this issue. This may take up to 90 days, but funds may be held longer. Please ship any open orders to avoid further impact to your account.
We found that your account is related to an account that may not be used to sell on our site. As a result, you may no longer sell on Amazon.com.
How do I reactivate my account?
In order to reactivate this Selling account, please follow the below steps:
You must first reactivate any and all accounts that have been enforced for policy violation by submitting one appeal for each enforcement. Please follow the instructions in the communication received for that account.
You can also appeal enforcements by signing into your primary Seller Central account and accessing your Performance Notifications for each region in which you operate an account. Submit an appeal for all accounts, except the account that is deactivated for a related account, by clicking the appeal button in the notification received for each account.
Once you have successfully reactivated that account, please submit an appeal to reactivate the current account, by using this link: https://sellercentral.amazon.com/performance otifications. When submitting the appeal, you will need to provide us with the name of the account that was reactivated and the date of reactivation.
What if I dont own the separate account(s)?
If you believe you do not own the separate account(s), please follow the below steps:
If you once owned the account/were a rights owner but no longer own it o longer have account rights, please submit an appeal following this https://sellercentral.amazon.com/performance otifications and provide supporting documentation to show that you no longer own it o longer have any relationship to this account. Supporting documentation may include sales deed, purchase agreement, or business transfer agreement, contract termination, etc.
If you have never owned a separate account and believe this de-activation was in error, please submit an appeal following this https://sellercentral.amazon.com/performance otifications and confirm that this account does not belong to you. If we cannot substantiate the claim, your account will not be reinstated and this account will not be allowed to do business on Amazon in the future.
What happens if I do not send the requested information?
If you do not provide a valid appeal, or choose not to appeal the deactivation, after 90 days following this notification, you may separately request a funds disbursement by contacting disbursement-appeals@amazon.com. We will conduct a separate investigation to evaluate your account and if we find that you have engaged in deceptive, fraudulent, or illegal activity; or have abused our systems or repeatedly violated our Policies that protect our customers and selling partners, we may withhold some or all funds in your account.
Regards,
Seller Performance Team
https://www.amazon.com
Additional info on how I got here
When I opened my Seller account I registered to open for the US, Canada, and Mexico even though the only one I needed to open one for the US but I thought it may not hurt to also register these two regions as well.
As soon as I registered, I received a message from Amazon saying they are reviewing my account and my selling privileges have been removed. I received the same message from Amazon for Canada and Mexico as well. What they required for the review was a utility bill to prove my identity. I provided my companys internet bill and that worked. My account was reinstated for a short period of time and then revoked again this time for the reason stated above. The same above message appears on both the Canada and Mexico regions.
Before this I had another seller account but was suspended for similar reasons, but because I did not provide the right information that Amazon wanted when I appealed I ended up receiving the kiss of death reply. For months Ive been trying to get the original account reinstated through multiple appeals but there have been no response from Amazon. After I contacting the Support team, they suggested I open a new account which is what I did because there appears to be no way for my to reactivate my original account.
The problem is that Amazon is now telling me I have to reactivate all accounts. How can I do that if Amazon wont reply to any of my appeals from my original account? Can I resolve the issue with the new account alone?",Account Health
1243,Suspended account - fair pricing,"More than a month ago, amazon suspended our account for fair pricing on the hand sanitizer. And hold our $60k + payment , we appealed it and provided amazon invoices however amazon asked for multipack policy appeal which is part of fair pricing after our appeal, again asked for greater detail on fair pricing.
I feel amazon is not reading out submission and keep repeating itself.
Its been 14 days from our last submission and no respond.
please advise!",Account Health
1244,Listing Limitations,I woke up to most of my listings inactive about 2 weeks ago. I would like to know whats going. The best contact option is by email,Account Health
1245,Infringement claim in .ca,"So I received an infringement claim from amazon.ca for a product Im selling in the US, but the product was listed on amazon.ca through the connected marketplaces (CA, MX) feature. I have no inventory in CA and may or may not respond to the claim there as it was never my intention to sell it there in the first place.
My question is, will the infringement claim from .ca impact my listing in the US (.com), or does it only impact the marketplace that it originates from?
Thanks",Account Health
1246,Deactivated Best Seller but cant appeal (yet),"I just received a seller performance notice that my best selling item has been de-activated because of a complaint that the item listing or condition was not accurate.
This is from a Used Item Sold As New complaint that is the result of a UPS mis-delivery, where the unintended recipient opened the boxed, scratched the product, and then forwarded it to the customer a few days later.
We are the brand owner, manufacturer, and shipper, so our POA path is very clear and straight forward - however this ASIN is not yet appearing in my Seller Dashboard:
How do I send the required information?
To send us the above information, please visit your Account Health Dashboard (https://sellercentral.amazon.com/performance/dashboard 1) in Seller Central and click on the appeal link next to the impacted ASIN.
Is there any way to get this to appear faster so I can appeal ASAP? Seems like Im stuck waiting for my Account Health Dashboard to update. Is there a faster way?",Account Health
1247,Can You Check My Appeal?,"We received your submission but do not have enough information to reactivate your account at this time. To reactivate your account, please send the following:
 Greater detail on the root cause(s) of A-to-z claims, negative feedback and service chargebacks.
 Greater detail on the actions you have taken to resolve A-to-z claims, negative feedback and service chargebacks.
 Greater detail on the steps you have taken to prevent A-to-z claims, negative feedback and service chargebacks going forward.
 Greater detail on evidence or examples that demonstrate that your account has complied with our policy.
Dear Amazon Seller Performance Team,
 Greater detail on the root cause(s) of A-to-z claims, negative feedback and service chargebacks
I did not perform proper quality control measures by opening and testing all the functions of an item a buyer returned as defective to make sure it was in fully working condition before reselling it. Because of this, the new buyer received a damaged/defective item
I trialed third party order fulfillment for some recent orders, having them be responsible for packaging and shipping the item. This third party shipped orders and provided tracking information overly late and because of this, some orders arrived late and another went unreceived by the buyer
I failed as a seller in my understanding of how to handle returns, leading to customer complains. This was because I responded to return requests by trying to troubleshoot and clarify the buyers intentions, which did not adhere to Amazons policy of buyers being able to return anything for any reason within 30 days
I failed to confirm delivery on a package by checking the associated UPS tracking information. Because of this, I was not aware when UPS did not deliver the item to the buyer
I failed to cancel an item as the buyer requested before it was delivered, causing the customer to have to go through the process of returning the item once they received it. This lack of prompt action on my part and mishandling of the situation caused the customer to leave negative feedback
I was not clear and/or did not comply with Amazons shipping estimates. I updated the buyer with a new delivery date that did not match Amazons estimate, when I should have instead refunded/cancelled the order for being unable to deliver in the promised timeframe
 Greater detail on the actions you have taken to resolve A-to-z claims, negative feedback and service chargebacks.
For the granted A-to-Z claim regarding late on-item delivery, I followed up with the customers response to return the finally-received items from the carrier, responding to them within 24 hours with our return address
For the A-to-Z claim related to the defective item, we responded to the buyers messages promptly (on the same day received), and eventually provided our full return address to the buyer to assist with his return request
For the negative feedback and service chargeback, we examined the buyers reasons: One buyer was dissatisfied with having to wait for the item to be delivered before returning it, while another was dissatisfied with the item being delivered late. After responding to both buyers messages, one withdrew his A-to-Z claim and we promptly issued a refund for him, while for the other we replied to the alert email on time with all the information we possessed, including providing proof of signature
I made changes to our seller fulfillment methods immediately ending the third party fulfillment trial responsible for late and undelivered orders authorized all buyer returns made within 30 days, and checked our inventory for out of stock issues
 Greater detail on the steps you have taken to prevent A-to-z claims, negative feedback and service chargebacks going forward.
Re-adjusted how I handle buyers opening return requests, so that if they open a return request within Amazon policy, they will have their return immediately authorized as per Amazon policy
I will improve our handling of general customer service issues, by setting up a system that alerts me throughout the day when we receive buyer/seller messages
Preventing negative feedback and service chargebacks by initiating a daily end-of-day check to ensure that all orders required to ship that day have been shipped. This ensures buyers orders are shipped on time, and they can remain fully informed where their order is in the delivery process
Applying a thorough quality control inspection process to every buyer-return item, consisting of opening the package and testing the items multiple functions to confirm complete working condition, before the item is put back up for sale
Confirming product packaging is intact and sealed on items I list as New to prevent the issue of selling buyers potentially defective items
Applying an inventory check performed weekly, to ensure no out-of-stock issues
I will make use of Holiday Settings when I expect to be unavailable, to ensure that our products are not on sale when we arent able to promptly complete orders
I will be closely monitoring our accounts metrics to ensure that we meet all the performance targets as set by Amazon
I will follow all Amazon policies
Yours sincerely,
[Our Company Name]",Account Health
1248,Account suspended for unauthorized item,"Hi my account was suspended for selling an unauthorized item. I filed a POA explaining that the reason was that I only relied on the sellers app to list and I didnt check with seller central. I also included that in the future I will check with seller central and with manufacturers before listing. i did not write anything for the actions taken to fix problem and my appeal was denied. Below is the copy of what I sent. Can someone look at it please and tell me why it was denied and how I can fix it?
Cause:
. I did not verify via Amazon Seller Central that I had approval to offer these products on Amazon or that I had been pre-approved to do so. I relied only on Amazon seller app to determine eligibility. Above issues and not being up to date with amazon polices regarding listing restrictions led to unauthorized and inauthentic products being listed on amazon for sale.
B: Actions taken to fix the problem:
I did nit put anything here. But I will put the following in next appeal:
1.I double checked my inventory for all ASIN to make sure that they do not need authorization.
2. I deleted the listings that required authorization which I did not have.
C: Actions taken to prevent this type of issue in future:
I will check with amazon seller central for approval before listing any products
I will follow up with brands for authorization to resell their items on amazon.**
I will constantly check with amazon for any updates on brands that require authorization or any changes in the listing polices.",Account Health
1249,Selling a product that is made or a name brand product,We manufacture a product that is made to cover a certain name brand item. How can we use the name of the name brand in the title without a problem?,Account Health
1250,Can I use Costco in the title,We make a product that is an accessory for a name brand product that is exclusively sold at Costco. Can we use the name Costco in the title?,Account Health
1251,Account Suspended - 8 times submission POA still not reactivated - please help,"Hello Guys,
Our account got suspended more than 1 month, and we submitted more than 8 times POA and not of them got an exact answer from seller performance team.
Please help, any suggestions and idea greatly appreciated.
I am tagging @Pax_Amazon
Here is the original deactivation notification:
Hello,
Your account has been temporarily deactivated. Your listings have been removed. Funds will not be transferred to you but will stay in your account while we work with you to address this issue. This may take up to 90 days. Please ship any open orders to avoid further impact to your account.
Why is this happening?
We have not received a valid plan of action addressing the listings below.
Amazon previously alerted you of these issues through the warnings listed below:
Notice one:
 Date: Jan 20, 2020
 ASIN: B083438XHP
 Title: Advanced Snore Stopper, Stop Snoring Device, Adjustable Snoring Solution for Comfortable Good Sleep Man and Women
 Infringement Type: TRADEMARK
Notice two:
 Date: Jan 6, 2020
 ASIN: B07GVCLDMS
 Title: ELECHOK Soap Dispenser, Touchless Automatic Soap Dispenser, Infrared Motion Sensor Stainless Steel Dish Liquid Hands-free Auto Hand Soap Dispenser, Upgraded Waterproof Base [Newest Version]
 Infringement Type: COUNTERFEIT
Notice three:
 Date: Nov 28, 2019
 ASIN: B07K9Y9FPT
 Title: Ultrasonic Cleaning Machine with Digital Timer for Dentures, Toothbrush Head, Eyeglasses, Shavers Blade. Household Professional Ultrasonic Jewelry Cleaner by 304 Stainless Steel, 600ml Capacity
 Infringement Type: COUNTERFEIT
How do I reactivate my account?
To reactivate your account, please send us the following information:
 Proof of non-infringement (e.g., invoice, Order ID, letter of authorization, licensing agreement or court order) for all affected listings.
 The steps you have taken to ensure that you are no longer infringing and will not infringe in the future.
 Other relevant information.
 Supporting details should you believe the notice was submitted in error or the notices are incorrect.",Account Health
1252,Account deactivated,"Hello,
I am a new seller, Just opened my account in January. I changed my account from individual to a business account with a new email address. My account have been deactivated since February. I am frustrated. This is the message I received from them. I have replied with all my documents. What should I do?
We found that your account is related to an account that may not be used to sell on our site. As a result, you may no longer sell on Amazon.com.
We removed your listings from our site. Funds will not be transferred to you but will be held in your account while we work with you to address this issue. Please ship any open orders to avoid further impact to your account.
You can see your balance and settlement information in the Payments section of Seller Central. If you have questions about those, please write to payments-funds@amazon.com.
If you want to appeal this decision, click the Appeal button next to this email on the Performance Notifications page in Seller Central.
Regards,
Seller Performance Team
amazon.com 1
Amazon.com: Online Shopping for Electronics, Apparel, Computers, Books, DVDs &...
Free delivery on millions of items with Prime. Low prices across earth's biggest selection of books, music, DVDs, electronics, computers, software, apparel & accessories, shoes, jewelry, tools & hardware, housewares, furniture, sporting goods, beauty...",Account Health
1253,POA rejected 4 times on Used Sold as New Need Help,"The issue(s) that led to the complaints about the product condition or description of your item.
 After reviewing return comments, buyer-seller messaging, recent product reviews, Voice of the Customer CX Health and inspecting returns of this item. We have identified 2 issues that led to customer dissatisfaction and complaints about ASIN XX. (All my inventory was sourced directly from Menards/Walmart in store.)
Packaging gets damaged during transit. (especially the shrink wrap)
Signs of the item were previously used or repacked.
The actions you have taken to resolve the issue(s) that caused the complaints about the product condition or description of your items.
 We have authorized all returns, refunds or replacement items if they have been requested by the customer.
 I have personally checked all remaining inventory. All items have been checked to be certain they are in new condition and there is no damaged item or packaging and everything 100% matches the description.
 We have been able to identify re-packed items when sourced in store. We have communicated with the store manager to make sure the item we are purchasing is not returned or re-packed products.
 We have improved the method of adhering the shipping label so that we will not damage the shrink wrap on the outer box.
The steps you have taken to prevent future complaints about the condition of your items.
 We will check all our inventory of listing XX before dispatch to ensure they are brand new.
 Any items that are identified as store re-packed will be discarded and quarantined and will be sent back to the store.
 Any items that are returned from the buyer will continue to be discarded and not resold, we do not sell used or returned items under any circumstances.
 We will continue to source our products from reputable suppliers.
 We will make sure items are packed as securely and carefully as possible to prevent damage during transit.
 Here are a few things to consider as you create your plan:
 Sourcing: Are you sourcing the product from a trusted supplier that sells items in condition? Yes. All my product is sourced from big box stores, Menards, Walmarts, Big Lots, etc.
 Listing: Is the product accurately described on Amazon? Have you ensured that there is no ambiguity and the customer is well informed? Yes . We have traced the source of the customer complaints and issues to deficiencies in product packaging rather than listing details.
 Packaging: Is the product in its original manufacturer packaging as listed on Amazon? Yes . All my product was sourced from a retail store that comes with original manufacturer packaging.
 Shipping: Have you taken all appropriate steps and quality checks to ensure that the product is stored, packed, and shipped appropriately, and will not be damaged when shipped? Yes. We have taken action to ensure the package will not have a chance to get damaged. We have double tape the shrink wrap to ensure it will not get ripped off during transit.
 Review your communications, reviews, and feedback from buyers to better understand the issues. Yes. We have reviewed all available information regarding this product and returns including but not limited to buyer-seller communications, product reviews, seller feedback, CX feedback, returns inspections, return requests.
 Learn more about our policies in Seller Central Help:
Condition Guidelines (https://sellercentral.amazon.com/gp/help/200339950)
We have read and understand the Condition Guidelines. We have taken appropriate steps when sourcing products to ensure every unit arrives to the end customer in perfect brand-new condition.
Amazon Product Authenticity and Quality Help Page (https://sellercentral.amazon.com/gp/help/G202010130)
We have read and understand Amazons Amazon Product Authenticity and Quality guidelines and restrictions.
Product Detail Page Rules (https://sellercentral.amazon.com/gp/help/200390640)
We have read and understand Amazons Product Detail Page Rules.
Best Practices in Product Authenticity and Quality (https://sellercentral.amazon.com/learn/courses?ref_=su_courses_c12_m554&courseId=12&moduleId=554)
We have read and reviewed the Seller University course on Best Practices in Product Authenticity and Quality. We have read and understand the guidance in subsections: Sourcing Products Listing Products & Storing and Shipping.
We have taken and passed the Product Quality  Appeal Quiz
Prohibited Seller Activities and Actions (https://sellercentral.amazon.com/gp/help/200386250) * We have read and understand the Selling Policies and Seller Code of Conduct and Prohibited Seller Activities and Actions.
Please find my receipts as attached. As the receipts from in store purchase dont show my name, I have attached the front copy of my credit card that used to purchase product for your reference.
I clearly understand the issue and I will try everything that I can do to appeal my case.",Account Health
1254,Suspended immediately after registering for Amazon Global Selling,"Approximately 30 minutes after signing upto Amazon Global Selling I received an email from Seller Central stating your account is related to an account that may not be used to sell on our site. As a result, you may no longer sell on Amazon.com
I have seen this issue occur with various other members but cannot find the solution.
Any suggestions?",Account Health
1255,"USA account suspended when enabling global selling account (UK), look for advice!","On 10 Feb, my USA account get suspended (due to "" your account is related to an account that may not be used to sell on our site""). It happened on the same day when I received an email saying my UK account is under review. I believe UK account verification pending was the root cause to trigger USA account suspension.
Now, my documents are complete, UK account get verified to sell and in good standing. However the USA account has not recognized UK accounts verified status for account reinstatement.
Story Timeline:
Dec 31st 2019: USA account get approved.
About Jan 6th: checked UK option under Amazon Global Selling.
Feb 10th : UK account under review (Your Amazon seller account is under review sent by seller-performance@amazon.co.uk - For your security, we have suspended your Amazon seller account. During our review, you will not be able to sell on Amazon.)
Feb 10th: North American accounts suspended (Your Amazon.com selling privileges have been removed - We found that your account is related to an account that may not be used to sell on our site. As a result, you may no longer sell on Amazon.com)
Feb 25th: submitted additional doc to Amazon UK (internet billing, Business Registration ordinance).
Mar 7th: submitted additional doc to Amazon UK.
Mar 17-19th: submitted additional doc to Amazon UK (phone billing, Certification of Incorporation).
Mar 20th: UK account get approved (Your information is verified  Start selling on Amazon now sent by seller-verification@amazon.co.uk)
On 23rd March, I submitted below appeal with screen capture of UK amazon approval email for reinstatement request but they simply rejected me the next day, I have no idea what else they need from me, can anyone with similar experience give me advice what should I do?? Great Thanks from the bottom of my heart!!
23rd March (my appeal):
Root Cause:
We figured out the root cause of the US seller account suspension is due to
the linking UK seller account being put under review since 10 Feb 2020
(then we received the email about US account suspension on the next day).
Resolution:
After went through a month of identity verification process in the UK seller
account, Amazon UK has verified and approved our account 20 March 2020.
In this regard, we would like to request US account re-activation immediately. Thank you!
24th March (Amazon reply):
Hello,
Your Amazon.com Seller account has been deactivated. Your listings have been removed. Funds will not be transferred to you but will be held in your account while we work with you to address this issue. Please ship any open orders to avoid further impact to your account.
Why is this happening?
Your Amazon seller account has been deactivated in accordance with section 3 of Amazons Business Solutions Agreement. We found that your account is related to another account that may not be used to sell on the site. As a result, you may no longer sell on Amazon.com through this account. Due to the nature of our business, we do not provide details on our investigation methods.
Has your account been deactivated in error?
If you believe there has been an error, please submit an explanation detailing why your account should be reinstated by following this link https://sellercentral.amazon.com/cu/contact-us.
What happens if my account is not reactivated?
You have 90 days after receiving this notification to either provide a valid appeal or choose not to appeal. After that time, you may contact disbursement-appeals@amazon.com to request your funds. We will conduct a separate investigation to evaluate your account. The policies we put in place are to protect our customers and selling partners. If we find that you have engaged in deceptive, fraudulent, or illegal activity; or have abused our systems or repeatedly violated our Policies, we may withhold some or all funds in your account.",Account Health
1256,Regarding : Please review your listings  Violation of Marketplace Fair Pricing Policy,"I received this E-Mail just an hour ago and it nearly gave me a heart attack. I would appreciate advice as it is pretty upsetting. I didnt change any prices yet this happened:
|### listings-evaluation@amazon.com <listings-evaluation@amazon.com>|11:56 AM (28 minutes ago)||
to me
|
Hello,
We are contacting you because you are listing product(s) that is not in compliance with Amazons Marketplace Fair Pricing Policy.
Why did this happen?
Product listing(s) mentioned below have been removed due to violation(s) of the Amazon Marketplace Fair Pricing Policy as the price per unit cannot be significantly higher than recent prices offered on or off Amazon.
ASIN:
B0086FSKY4
B01B6NTES8
B01LJ3J3GI
Were here to help.
Please visit (https://sellercentral.amazon.com/gp/help/G5TUVJKZHUVMN77V 4) to better understand Amazon Marketplace Fair Pricing Policy.
How do I reactivate my listings?
Please visit your account health (https://sellercentral.amazon.com/performance/dashboard 1). Go to the Listing Policy Violation section on your account health and locate the deactivation record for this product listing. Click on the Appeal button next to the listing removal record to submit information necessary to reactivate your listing.
Please review your listings in the Inventory section of Seller Central to make sure that they follow Amazons policies (https://sellercentral.amazon.com/gp/help/201186860).
You can view your account performance (https://sellercentral.amazon.com/performance/dashboard?reftag=email_warn) or select Account Health on the home screen of the Amazon Seller app on your iOS or Android device. The Account Health dashboard shows how well your account is performing against the performance metrics and policies required to sell on Amazon.
Sincerely,
Amazon
Thats the whole E-Mail. Now this is me asking for advise here on the forums.
Looking at this one: B0086FSKY4
My price was $6.95 and Amazon is now the only seller at $7.48. So, when my price was lower than Amazons, how is that a listing violation?
Looking at this one: B01B6NTES8
My price was $8.65 which is extremely fair. After shipping depending on the location of the buyer I believe the profit is less than $1. I see there are no other sellers now, so I am guessing a bot turned off everyone selling on that listing. But once again, I didnt change the price and I dont see how this would be considered a violation for any reason.
Looking at this one : B01LJ3J3GI
My price was $6.95 and I do not recall ever even changing the price. Theres no way to compare it as there are now no other sellers on this ASIN either.
I did what the E-Mail said to and read the fair pricing policy. I had actually read it before some time ago.
When I click on Appeal under account Health and Pricing Policy Violations the wording of the appeal makes it sound like I have to admit to having set an unfair price, but I never did.
Any advise would be appreciated. Its bad enough to get warned for doing something wrong when you didnt and now I am growing a bit fearful of trusting so much of my business to this Premium amazon store.
Thanks",Account Health
1257,Received Intellectual Property Complaints,"Hello, First of all i have already read topics which are opened before but mine is a bit different;
I get an email from amazon and it seems as
under performance>account health tab as [Received Intellectual Property Complaints]
, This ASIN is variated and just one of them closed.
But, I have closed all listing immediately and tried to contact with seller via email which is given from amazon but the email is wrong mail cannot be delivered.
we are not selling this item from this list anymore. as i said before closed the other variation listings already.
Is it necessary to write anything from appeal button? ( like POA)
Because when i click it title is :Reactivate your listing
We doesnt want to reactivate this listing?
Thank you for everyone for wasting their time.",Account Health
1258,"The third appeal of the authenticity failed, and the appeal button asks me to provide billing information. What happened?","My personal account newly opened in March, just received two orders in April, than was suspended on April 26 due to the verification of the authenticity of the product. I made two appeals, and the second time Amazon responded that the invoice information provided was not enough to activate my account, so I provided newly issued invoices(explained the reason)authorization letterPOA, supplier information, contracts for the third appeal on May 18, Amazon replied the following information today:
We couldnt verify the information about your seller s account, or did nt receive any new information about your merchandise or sales history. Amazon also said that they will no longer reply my emails about this issue.
But after I clicked the appeal button, I was asked to provide water or electricity billing information
What is going on? Its really puzzling. Is there any hope that my account will be activated? I am a personal seller, can I provide credit card bills? Or provide information as required?
Please give some suggestions, I really cant calm down now.",Account Health
1259,Account Health,"Hello, my account is new, so when I created it they blocked me and asked me for documents, I have sent all the requested documents and they always say that they were not accepted, apart from this I had changed my account to an individual one, and the deadline has expired. change and they notified me, I would like to know in what time I am reimbursed the $ 39.99 after the change is made",Account Health
