Title,Category,Sub-category,Post Text,URL
Listing is Falsified,Amazon Custom,Amazon Custom Forum,"Hi, our listing is falsified by a VE seller, and we cannot update immediately, because the Amazon need some proved information, the listing is fragmented, what can we do about this issue!!! How can we protect our right, and how can Amazon protect the sellers’ equity!!!",https://sellercentral.amazon.com/forums/t/listing-is-falsified/340586
Same item with option to customize text or image,Amazon Custom,Amazon Custom Forum,I was wondering is it possible to have my listing of a same item to let customers choose either text customization or logo customization?,https://sellercentral.amazon.com/forums/t/same-item-with-option-to-customize-text-or-image/331674
Personalization Info,Amazon Custom,Amazon Custom Forum,I offer up to 4 lines of personalization on an item. Is there a way for the buyer to see how the engraving would look (centered and appropriately sized) for each of the 4 possibilities? Thanks,https://sellercentral.amazon.com/forums/t/personalization-info/340331
Copy Cat,Amazon Custom,Amazon Custom Forum,"Hi, We have a product we produce and list on Amazon and it’s done relatively well. Recently someone copied our FONT and are producing basically the same item. Our brand is TM’d. Do we have recourse? Thank you! Leslie",https://sellercentral.amazon.com/forums/t/copy-cat/340232
Racially Hateful Amazon Custom Request - What Do I Do?,Amazon Custom,Amazon Custom Forum,"Has anyone received something like this? What did you do? We received an Amazon Custom order from a person requesting we engrave a knife with a name, two swastikas and some text that translates in English to “the white calling”. I contacted Amazon support and requested they cancel the order and block the buyer from leaving feedback. They told me they couldn’t do that, but I should contact the customer and request they cancel the order themselves. The customer did not respond by the end of the business day before the item was set to ship, so we were forced to cancel it to void late shipment. I messaged support again on the same case and the agent said that I should contact support again to have the feedback removed if the buyer left negative feedback. The buyer left negative feedback, saying “Why was my order canceled?” This was after we sent multiple messages to the customer addressing the situation, and also after the customer emailed us on 12/17. She sent us an email asking why her order was canceled, to which we responded with two separate emails letting her know why. I opened another case with support to have the feedback removed, and the request was denied. The agent assisting on the case sent me back the standard copy-and-paste email that all denied requests for feedback removal get. I appealed it and the agent from the leadership team did the same copy and paste response. IMO Amazon has brought us a customer that requested we create a weapon with racially hateful statements and symbols on it. We should certainly be able to decline such a request without fear of repercussion, and negative feedback is certain in situations like this - all sellers know this. I feel like if Amazon does not protect Custom sellers against racially hateful requests like this, then Amazon is almost requesting that we make these products with hateful symbols and text. We have had other requests like this on other marketplace sites and we handle them the same way. We cannot be expected to create products with swastikas on it under threat of negative feedback. That is just as good as Amazon telling us we must do it, because multiple instances of negative feedback means account suspension. Even if we comment on it, our average and search results are still negatively affected. I mean, right?",https://sellercentral.amazon.com/forums/t/racially-hateful-amazon-custom-request-what-do-i-do/340052
"Amazon handmade products to transfer to Amazon Customs, is it possible?",Amazon Custom,Amazon Custom Forum,"Hi I received this email allowing me to register with amazon custom and was approved. When I tried to add the customization option to my listing it said customization wasn’t available for handmade… is this correct? ( I am aware handmade includes the usual basic custom options, but amazon custom is a different option I would like to use) This is the error message that I get ""Amazon Custom features are not currently available for products listed in this category. To view and edit this listing using the customization features available to ‘Handmade at Amazon’ products, please click here."" and the “Here” button links me to a “Page not found” If so how do I list an item in another category that is custom made?",https://sellercentral.amazon.com/forums/t/amazon-handmade-products-to-transfer-to-amazon-customs-is-it-possible/339291
Graphics Question,Amazon Custom,Amazon Custom Forum,I’m trying to create a listing with customization instructions and can’t get past the add image part. The image I’m working with is 1.2 MB with dimensions of 2106 X 1492. I need a jpg with 400 X 400 pixels resolution and get the message “Error: Invalid Preview Image resolution” when I try to add it. Can someone advise me how to make that happen?,https://sellercentral.amazon.com/forums/t/graphics-question/339275
"Custom order unclear, no buyer response - best course of action?",Amazon Custom,Amazon Custom Forum,"We do custom-order photo prints mounted on foam boards. One of our bullet points states: Please ensure your photo covers the entire print area (central white space) on upload template. Late last week, we received an order for 3 prints - all of them notably smaller than the print area shown. Immediately, we sent a seller-buyer message asking for confirmation that they wanted the photos to be smaller than the print size, surrounded by blank space. No response. Sent a second message. No response. Today is the last day we can ship before it will be considered “late.” We’ve decided to print them as they were uploaded, ship them, and hope for the best. Has anyone else had an order like this? What did you end up doing if you didn’t get a response? (As I recall - sellers are not allowed to use the phone numbers listed in the order information… correct?) Is it better to fulfill the order with the chance you’ll do it “wrong,” risking the likely bad review/feedback – OR – just cancel the order and hope the buyer notices your messages if they try to re-order?",https://sellercentral.amazon.com/forums/t/custom-order-unclear-no-buyer-response-best-course-of-action/339087
Customization infomation automation,Amazon Custom,Amazon Custom Forum,Does anyone know a service or program that can streamline the process of matching shipments to customization information. It is getting difficult to keep orders organized with so many variables.,https://sellercentral.amazon.com/forums/t/customization-infomation-automation/339807
AMAZON DELIVERY is HORRID LATELY,Amazon Custom,Amazon Custom Forum,"This didnt just start at black Friday, a good month before black Friday everything i order on Prime is ALWAYS ALWAYS ALWAYS a day late, unless its UPS or FEDEX! This is BS! That is the one reason i liked Amazon was because i could depend on them now anything i order i have no idea if it will actually show up when its supposed to or not! Whoever is in the tracking and shipping division needs to have a job evaluatioin and it would most likely be an F! No excuse for this poor shipping. I see stupid messages like the one i attached ALL the time, this basically means you AREN’T getting your shipment today, its almost 6PM, i have numerous packages that say this, its all from that garbage Amazon shipping service also, they need to use UPS and FEDEX for everything and get rid of those drivers that show up late and lose packages.",https://sellercentral.amazon.com/forums/t/amazon-delivery-is-horrid-lately/338607
Why Isn’t The Buy Box Automatic Anymore?,Amazon Custom,Amazon Custom Forum,"Hi, I have hundreds (maybe more) items on Amazon Custom all with the buy box (customize now button). The buy box was automatic when I enabled customization. Now when I’ve added a batch of new products instead of the ‘customize now’ button on the detail page it shows ‘see all buying options’ as though another seller could offer my product. What is going on?? I’ve spent a ton of frustrating time on the the phone with so called support that doesn’t have a clue. Is anyone out there that can help??? Also we are brand registered too. There should be NO OTHER SELLERS our our custom products. No one else has our materials, process, artwork, etc. to make our items. Edited by: SimplyCustomized on Oct 8, 2017 8:58 AM",https://sellercentral.amazon.com/forums/t/why-isnt-the-buy-box-automatic-anymore/330182
How to “add on” Price for Custom,Amazon Custom,Amazon Custom Forum,See the listing below: https://www.amazon.com/Custom-Womens-Replica-Football-Jersey/dp/B01IBNHP5K/ref=sr_1_1_sspa?s=sporting-goods&ie=UTF8&qid=1511892277&sr=1-1-spons&keywords=custom%2Bsports%2Bjersey&th=1&psc=1 4 Can anyone advise how to create that “add on” price feature in my inventory loader file or custom template. I do not see a cell where that could be entered to increase the price if glitter is selected. TIA,https://sellercentral.amazon.com/forums/t/how-to-add-on-price-for-custom/337170
¿Como puedo buscar una compra por el nombre del cliente?,Amazon Custom,Amazon Custom Forum,No veo opción y se me hace una manera muy cómoda de buscar a los compradores.,https://sellercentral.amazon.com/forums/t/como-puedo-buscar-una-compra-por-el-nombre-del-cliente/337706
What’s going to happen if a product don’t sell for a long time?,Amazon Custom,Amazon Custom Forum,"I like to know if a product don’t sell for a long time, what amazon will do with that product?",https://sellercentral.amazon.com/forums/t/what-s-going-to-happen-if-a-product-don-t-sell-for-a-long-time/337996
How to remove negative feedback intended for a different seller,Amazon Custom,Amazon Custom Forum,"Recently a buyer left us negative feedback on an order purchased from a different seller. ""The one of three ceiling fans did not work. I shipped it back and was supposed to get my refund. They didn’t have any more in stock so I had to purchase from another supplier. I NEVER received credit back for the faulty fan. They told me to take it up with Amazon. Were not helpful at all. It is now October and I am still waiting for refund!!! We are not the seller that sold her the three fans. We are the “other supplier” where she purchased the one additional fan. Our orders show that one fan was ordered, and one fan was shipped. There is no record of any other order or any correspondence with this buyer. I have tried six times through phone calls, emails and chats to get the negative feedback removed. Each time I get the same email response that it does not violate Amazon guidelines. I’ve tried asking to speak with a supervisor. I have emailed the buyer and asked her to remove/revise it, but no reply. I know that I can post a response to the feedback, but I would really like to have it removed. If I could get someone to actually look at the order I’m sure it could be quickly resolved. I would appreciate any suggestions. Thank you!",https://sellercentral.amazon.com/forums/t/how-to-remove-negative-feedback-intended-for-a-different-seller/337710
Refund for case 4652357961,Amazon Custom,Amazon Custom Forum,"Hello, from the solution of this case you offered, I saw that you’re gonna refund me 29,99 at latest 11/29, but I still don’t have my refund back right now. Just wanna know what happened?",https://sellercentral.amazon.com/forums/t/refund-for-case-4652357961/337374
Report,Amazon Custom,Amazon Custom Forum,Hello there is any way to download the inventory report active listing in excel? megafashion,https://sellercentral.amazon.com/forums/t/report/335893
No sales,Amazon Custom,Amazon Custom Forum,"We have had quite a few sales with our tie dye t-shirts. We have the ability to customize almost all of our products, however when I convert them to custom the sales tank. I can’t seem to figure out why the same ASINs do so poorly as custom when they sell just fine when listed without custom. Has anyone else had this experience?",https://sellercentral.amazon.com/forums/t/no-sales/250223
Que hacer para que las fotos de mi producto solamente yo las modifque?,Amazon Custom,Amazon Custom Forum,"Hola, soy un nuevo vendedor en México y subí mis imágenes de mi producto (el cual también otro vendedor en Estados Unidos también lo vende ) … Mis imágenes son de mi propiedad porque yo las tomé y las edité…, sin embargo en un lapso de tiempo de 2 o tres dias , aparecen las imágenes del Vendedor de Estados Unidos; que yo en ningún momento coloqué… mi problema con esto es que él incluye un accesorio además del artículo principal, lo cual yo no tengo… y solo ofrezco el articulo principal… esto por supuesto afecta mis ventas y además no son fotos de buena calidad… me molesta en gran manera que suceda esto porque he solicitado 4 veces que sean removidas esas fotos, y lo hacen los asistentes , pero 2 dias despues es la misma situación. y en este momento justo estan esa fotos que no quiero que aparezcan… quien me puede ayudar a resolver este problema ? se los agradeceria muchisimo…",https://sellercentral.amazon.com/forums/t/que-hacer-para-que-las-fotos-de-mi-producto-solamente-yo-las-modifque/334720
Double Listings,Amazon Custom,Amazon Custom Forum,We sell girls sports apparel and have the ability to customize almost all of our products. I know that some people would prefer the lower price point without customization but some people might like the option. Would I be able to create a duplicate listing of my existing product and add the customization option to it without breaking any of Amazon’s policies? For instance I want to keep my Softball Tie Dye T-Shirt that we sell for $15.99 and create a separate ASIN for the item where it is able to be customized and charge $25.99. I am hesitant to just turn my regular listing into custom because of the price difference and our sales seem to drop what I turn existing SKUS into custom products. I ask this question because I know duplicate listings on Amazon are a sensitive subject.,https://sellercentral.amazon.com/forums/t/double-listings/331213
Cancelling custom order that contains requests that are offensive,Amazon Custom,Amazon Custom Forum,"Hello, We have been selling custom items for several months. We have received a couple of orders that were questionable content, but not offensive. If we get an order that does not comply with the ‘Customization Program Terms and Conditions’, how do we properly cancel the order to ensure it does not negatively affect our ‘order cancellation rate’ ? Also, how do we ensure Amazon is aware the order was canceled due to offensive content? If the seller complains about the order cancellation, Amazon needs to know why the order was canceled. Thank you. Jason",https://sellercentral.amazon.com/forums/t/cancelling-custom-order-that-contains-requests-that-are-offensive/334008
"I received an Amazon Custom invite email, but the link says page not found?",Amazon Custom,Amazon Custom Forum,I get this same error from following the link in the invitation email as well as the Apply Now link on the Amazon Custom page at https://services.amazon.com/custom.html 8. It logs in to seller central and then says page not found in a box on the seller central page.,https://sellercentral.amazon.com/forums/t/i-received-an-amazon-custom-invite-email-but-the-link-says-page-not-found/333982
Buyer of Prime memeber,Amazon Custom,Amazon Custom Forum,"Hi, I am seller and buyer in Amazon. I joined the Prime and placed the order. #Details for Order #114-7031712-7113819. I should get this order within 2 or 3 days. But, I don’t understand that I won’t get this order till 11/13 - 11/18. I tried to contact Amazon Order service, but there is nowhere I can contact them. I need help! Thank you for your time.",https://sellercentral.amazon.com/forums/t/buyer-of-prime-memeber/334145
How can i have people upload a 5x7 or 7x5 is 1200 x1800 pixels,Amazon Custom,Amazon Custom Forum,How can i have people upload a 5x7 or 7x5 is 1200 x1800 pixels at 300 dpi when the space is 400 x 400,https://sellercentral.amazon.com/forums/t/how-can-i-have-people-upload-a-5x7-or-7x5-is-1200-x1800-pixels/333430
Setting up Shipping Settings,Amazon Custom,Amazon Custom Forum,We occasionally get orders from customers in Canada who place their orders on amazon.com instead of amazon.ca. In the shipping templates in only gives me the option to set a rate for all orders shipping to Canada. We ship items first class and priority. What would be a good rate that covers the country? Is this possible? What is everyone else doing in regards to orders like these without taking a huge hit? TIA,https://sellercentral.amazon.com/forums/t/setting-up-shipping-settings/334291
Remove “Font Drop Down” from all customization surfaces?,Amazon Custom,Amazon Custom Forum,"I have a product that can be customized and I have 2 surfaces, one to type your text on, and the 2nd you choose your color from a drop down list. The first surface is the only text option, but the font drop down shows up on the second color surface as well for some reason? Does anyone know how to make it so the font option only shows up on the surface with text? Thanks!",https://sellercentral.amazon.com/forums/t/remove-font-drop-down-from-all-customization-surfaces/334192
Where can you purchase embroidering fonts in a WOFF format,Amazon Custom,Amazon Custom Forum,"where can you purchase embroidering fonts in a WOFF format on a installable ttf format. to add a font Amazon wants us to upload fonts in a WOFF or installable ttf format, can you pleas help us find where we can get fonts in that format Thank Ind Creations",https://sellercentral.amazon.com/forums/t/where-can-you-purchase-embroidering-fonts-in-a-woff-format/333277
Refund for personalized items?,Amazon Custom,Amazon Custom Forum,"We’ve been here on Amazon for less than a year, so far so good until I have this customer who wants a refund because his item arrived late. Our product page clearly states we do not refund personalized items & we even told him before shipping that we do not guarantee shipping time as delivery is not under our control. Still he is very persistent on asking for a refund and even threatened us for a bad review (I can reply a post and explain that we disclosed that we do not guarantee shipping). He is thinking first class mail is guaranteed delivery when USPS only guarantee priority mail express. How would you deal with such customer? We never had any request on refunding a personalized item before. We don’t like to refund because clearly it is not our fault. He even goes on telling he will file a report on Amazon & a very bad detailed review. His item was delivered before Amazon’s expected ship date and was delivered within Amazon’s expected delivery time",https://sellercentral.amazon.com/forums/t/refund-for-personalized-items/332404
Listing problem,Amazon Custom,Amazon Custom Forum,The other day I noticed all my listings suddenly were not showing for sale on the public page. Settings said listings are active. None of the listings showed the shipping rate under the listings. I am having to go listing by listing and save it again to have it show up on the public page for sale. Is there some setting I might have accidently changed that caused this?,https://sellercentral.amazon.com/forums/t/listing-problem/331844
Feedback,Amazon Custom,Amazon Custom Forum,please how can send or direct a buyer on how he can delete or edit a feedback he left? i need help please anyone. thanks,https://sellercentral.amazon.com/forums/t/feedback/332013
Amazon automatically generating return labels for Custom Products on SFP?,Amazon Custom,Amazon Custom Forum,"Hi. Is anyone selling custom products with Seller Fulfilled Prime? We just started doing this and we have hit a snag. Before SFP, if a customer wanted to return the item, we would usually issue a refund and just say “keep it”. Once we print it with a custom decoration, we can’t resell it of course. But with SFP, Amazon handles all these refund requests for us. They are issuing return labels and we have to pay the postage, even though we don’t want it back. Is it possible to change a setting somewhere in our account? Some kind of “never issue a return label” setting? We’re okay with refunding the order (although it’s not ideal), but it’s a real kick in the pants to also have to pay for return shipping on a personalized t-shirt. Thanks!",https://sellercentral.amazon.com/forums/t/amazon-automatically-generating-return-labels-for-custom-products-on-sfp/284943
Customer filed return request,Amazon Custom,Amazon Custom Forum,Customer filed return request. I sent them Amazon policy stating custom item cannot be returned if everything is correct. They want to return saying it took too long and the person it was for left town. There item arrived 3 days after they order. A full week before it had to be delivered. Anyway I want to close the return request but I can’t find a reason on the 10 reasons Amazon makes you select in the close return request. This is a sign so I can’t pick the only custom option is jewelry. Need suggestions.,https://sellercentral.amazon.com/forums/t/customer-filed-return-request/301821
Can I have “List of Options” and “Image Customization”?,Amazon Custom,Amazon Custom Forum,"When I select “List of Options”, it removes the ability to select “Image Customization” (and vice-versa). I only print on my products with a one-color process, so I need a way to offer customers a choice of colors. The larger problem here is communication. I need to communicate with customers to make sure they get just what they want. I’m not sure how to make a custom image product that also collects other relevant date (print color, for example.)",https://sellercentral.amazon.com/forums/t/can-i-have-list-of-options-and-image-customization/315088
Error on form,Amazon Custom,Amazon Custom Forum,"Hi, I have a customization question. Buyer orders a customized keepsake with names, event, etc. They put the date at 10/10/10. Because they ordered expedited shipping, I am assuming they meant 10/10/17. BUT, I have received orders in the past that have older dates on them. I sent him an immediate message, but of course, did not hear back. Here are my choices-print what they put on the customization form and risk a return of a product that really can’t be returned, print 2017 and risk they meant 2010, or call him. Thoughts?",https://sellercentral.amazon.com/forums/t/error-on-form/329319
Business Pricing on Custom Orders containing incremental pricing,Amazon Custom,Amazon Custom Forum,"We just started selling custom items a few months ago and everything has been working fine until now. On ASIN B074VDMK5H, we have a base price of $24.99 with $10 increase for each incremental size increase of the product. We have had many orders in the last 2 months and the pricing has worked great until an order we received today. Today we received an order for a 12 way, which should have cost 24.99 + $100, but Amazon only charged the customer $24.99. We checked the listing for mistakes and everything is setup correctly. We even checked the order and it shows the chosen customization should have increased the price by $100 (see attached picture). We have business pricing and quantity discounts enabled. After realizing this is the first business order for this item; the only conclusion we can come up with is that either there was a systems issue or that business pricing is not set up to correct charge the customer the incremental price. A case has been opened, but I fear we will not get a resolution until after the ship by date/time tomorrow. Any help is greatly appreciated!",https://sellercentral.amazon.com/forums/t/business-pricing-on-custom-orders-containing-incremental-pricing/329784
Having trouble uploading new images to the surfaces,Amazon Custom,Amazon Custom Forum,"When I first put my 4 items on Amazon Custom, I was able to upload my little 400 x 400 jpg’s no problem, but now I can’t upload new surface images or even change the original surface images. I can click “Add Another Surface” then click “Upload From Computer” and then I can select the image (400px x 400px, 26kb, JPG) But when I click “Open” nothing shows up. I have tried restarting the mac and using different browsers. I have attached a screenshot of the page for reference. If you can help me out that would be really cool!",https://sellercentral.amazon.com/forums/t/having-trouble-uploading-new-images-to-the-surfaces/328555
Product Image Cuztomisation,Amazon Custom,Amazon Custom Forum,"Hello, Can I custom the images of my products to add a short message like on the picture attached ? (For example “100% thermal” or “proven effectiveness”) Thank you for your help,",https://sellercentral.amazon.com/forums/t/product-image-cuztomisation/325852
Why can I not add additional fonts on a custom listing?,Amazon Custom,Amazon Custom Forum,It’s been a while since I’ve added new items but previously I was able to add fonts in addition to the default fonts. Anyone know why this option is grayed out and not available? Thanks!,https://sellercentral.amazon.com/forums/t/why-can-i-not-add-additional-fonts-on-a-custom-listing/329308
Auto return fix! New feature coming to Amazon Custom,Amazon Custom,Amazon Custom Forum,"If you need this start asking I did! The more of us to ask the quicker it will happen! This will fix auto returns too! I have been a #18 best seller for a while, and I keep getting shipping errors and bad reviews that are confusing my customers (which have been promised to be removed by the way) Here my problem I’m a custom seller and I am Seller fulfilled prime which is an experimental program. I need direct communication with the buyer if the image uploaded is not suitable. The buyer should have to check a box confirming that they will allow phone calls from the seller if it a custom items image does not comply with the guidelines. In every case where a non-solicitation option is turned on, or the buyer does not respond in time, and I need to talk to the customer it affects my performance. Here is how to fix it: In the customize now widow add a text box for a phone number and a confirmation checkbox to confirm that the customer allows commutation with the seller in case of image correction. The checkbox fixes privacy issues and by provide a number it provide security in that if the image is wrong the buyer will be contacted. My number one phone call ask “what will happen if the image is not right” adding a mandatory phone number fixes this. It also will reduce inaccurate reviews when needed commutation was not provided due to flaws in the system. This will help improve amazons system as a whole. Customer service is part of a review, this will help me to provide quicker and more accurate customer service. I would even be willing to be monitored and recorded to assure amazon of my abilities. Thank You William",https://sellercentral.amazon.com/forums/t/auto-return-fix-new-feature-coming-to-amazon-custom/329205
"API, Developers, Automated System For Amazon Custom",Amazon Custom,Amazon Custom Forum,"As you might know, getting the customer entered data for Custom Products is a huge pain. Has anyone built an automated system for pulling customized information using Amazon’s API? I am looking to work with a developer to tap into the API to pull all of the customized line data that is input into the customers orders when submitting a custom product. If anyone has a recommendation for a developer or has built something like this before please get in touch with me. Anything helps at this point.",https://sellercentral.amazon.com/forums/t/api-developers-automated-system-for-amazon-custom/147103
Image customization on Jewelry,Amazon Custom,Amazon Custom Forum,"Hi, We have several designs where we can make jewelry out of customer’s photos, but the Image Customization is not available for this category. Is there a way around this? Thank you! Daniel",https://sellercentral.amazon.com/forums/t/image-customization-on-jewelry/319809
Message error when try to save on the custome,Amazon Custom,Amazon Custom Forum,Hi there Please check on attachment. thanks B/R Ken,https://sellercentral.amazon.com/forums/t/message-error-when-try-to-save-on-the-custome/319560
Setting up for round items,Amazon Custom,Amazon Custom Forum,"I just started selling on Amazon Custom so pretty new at this. I know how to setup a basic custom item with text but I also have items that are round and as such require a curved text box. I know that I can upload a sample picture of the finished product for the customer to see, but when customers are trying to type in their text in the customize section, the only thing they get is the regular straight rectangle box. In short, is there a way to set this up? Thanks",https://sellercentral.amazon.com/forums/t/setting-up-for-round-items/322501
Custom department NEEDS your feedback about new auto-returns policy ASAP,Amazon Custom,Amazon Custom Forum,"If you browse these forums you know that Amazon just announced a new return policy that will auto-accept ALL returns starting October 2nd. I fought VERY hard to get OUR current Custom return policy in place so that we were not required to accept returns… and I’m not going to let that be taken away from us without a fight. I just got off the phone with a woman in Custom who said it would greatly increase our chances of being exempt from this new policy if a lot of Custom sellers voice their feedback, but YOU HAVE TO WRITE TO CUSTOM TO LET THEM KNOW THIS! Go to your main dashboard, click on the little “Help” in the upper right hand corner, then “Contact Us” in the bottom right hand corner, then “Selling on Amazon” on the left hand side of the screen, if you get the popup on the right hand side of the screen just click “My issue isn’t listed: contact support”, then click on “Amazon Custom” on the left hand side of the screen, then “Order Management”, then “Returns/Refunds”. You need to enter in a fake order ID number, and then enter your thoughts/comments/feedback about this new return policy in the box and SUBMIT.",https://sellercentral.amazon.com/forums/t/custom-department-needs-your-feedback-about-new-auto-returns-policy-asap/322195
How to create customize item on amazon?,Amazon Custom,Amazon Custom Forum,"Hey guys!I am curious about the customize item,and how exactly it work?First,I choose one of my items as customized product,and there is a preview image,does this preview image the same as my product image that already shown in amazon?",https://sellercentral.amazon.com/forums/t/how-to-create-customize-item-on-amazon/321669
"Intigration of Amazon, Etay and Ebay",Amazon Custom,Amazon Custom Forum,"Is there an online service to integrate our Amazon, Etsy and Ebay sites that will also show the customization info submitted by our customers? Would love to streamline our order/inventory process. Thanks",https://sellercentral.amazon.com/forums/t/intigration-of-amazon-etay-and-ebay/322024
Which marketplace do I need to be registered in? Canada?,Amazon Custom,Amazon Custom Forum,"When doing the “Amazon Custom Registration” I got the following notice: Thank you for your interest. Unfortunately, Amazon Custom is currently not available in your selected marketplace. If you have a selling account in a different, supported marketplace which you’d like to enroll, please make sure you are logged into that account and re-register. Is that b/c my address is in Canada? Or am I logged into a specific “marketplace”? where do I need to go or what do I need to do to get this registration done? Any advice would be GREAT - thank you!",https://sellercentral.amazon.com/forums/t/which-marketplace-do-i-need-to-be-registered-in-canada/319322
Customs for small shipment from china,Amazon Custom,Amazon Custom Forum,"Hi, we have spent hours in this forum looking for answers but could not find a similar question so can someone make something clear for us please, we want to import a small shipment of 100 units of a small size toy from china by air and shipped to our home, total cost of the shipment will be around 700$. How much would be the duty fees and do we need a customs broker? Thank you.",https://sellercentral.amazon.com/forums/t/customs-for-small-shipment-from-china/282235
¿Como cambio la configuracio de mi cuenta de empresa a persona fisica?,Amazon Custom,Amazon Custom Forum,"Hola buen dia deseo me ayuden, a cambiar mi cuenta, de persona moral a persona fisica. Saludos!",https://sellercentral.amazon.com/forums/t/como-cambio-la-configuracio-de-mi-cuenta-de-empresa-a-persona-fisica/318113
I thought Custom Products were protected from other sellers listing on?,Amazon Custom,Amazon Custom Forum,"I have found my amazon custom products (and many non custom but personally created and manufactured ones of mine as well ) listed by sellers on amazon.de 1 and amazon.it under the correct usa asins for the custom product (and others). I thought that this should not be possible for custom product at least though? The sellers that have them listed are all obvious scammers sellers with hundreds of thousands of scraped listings… I’m reporting and trying to get all of mine removed. But I am just confused on how they were even able to do so for the custom ones… And why doesn’t enhanced brand content show up for asins on the other markets? They can pull the asin, but not pull the brand owner listing details and content? Some even say on the page when translated NOT available for sale in the USA, when it should only be in the USA… so crazy and frustrating. Ugh, such a nightmare. Hard enough to do all this in English but trying to figure out who / where / how to report on sites I have to translate is so much worse… and getting someone to understand my report…",https://sellercentral.amazon.com/forums/t/i-thought-custom-products-were-protected-from-other-sellers-listing-on/289016
How to view a custom order to check functionality,Amazon Custom,Amazon Custom Forum,"The only way I can see to check functionality of a custom order (what the buyer sees) is to create and order. Amazon won’t allow a seller to order their own produce. It was suggested to by by custom help line to order with my buying account…that did not work, still recognized me as the seller and won’t create the order. Anyone have any suggestions on how to see the final order? Thanks",https://sellercentral.amazon.com/forums/t/how-to-view-a-custom-order-to-check-functionality/317652
Need Help with an A-Z claimed,Amazon Custom,Amazon Custom Forum,"The same guy order two of my wedding boards with three days apart (9/13 and 9/16), they are handmade so it takes good two weeks to make and he is claiming that he did not receive one order, how does he expect to get a customised order in two days when it takes two weeks to make and it is clearly marked that it takes two weeks to make. I suspect too that it must be a competitor because I emailed him today to let him know that there are two orders for the same thing. Or maybe he ordered and the GF did too and now he wants his money back without having to contact me GRRRRRRRRRRRRRR that just makes me sooooo angry!! Now my metrics are going to tank! We bend backward to provide excellent customer satisfaction! This is my first A-Z claim so I don’t know how to handle it?? He put that he did not receive it, so Amazon is asking me to provide tracking information and all of that, well I don’t have it since I haven’t even started to make it because I have lots of other orders in front of his, how do I respond to a claim like that? It does not give me any other option to fight this claim, I know I can just refund the buyer and I will I have no problem with that, but do I fight it or just refund? Which one of the two will give me better results where my metrics don’t get hit as bad??",https://sellercentral.amazon.com/forums/t/need-help-with-an-a-z-claimed/316593
I just received this notification? How to i respond? Amazon.com direct?,Amazon Custom,Amazon Custom Forum,"Hello, As part of our ongoing efforts to provide a great customer experience, we are implementing additional selling qualifications for certain popular products in the Music category. This is a reminder that we are waiting for the below information from you in order to move forward with this issue. Please provide us this information at your earliest convenience. – Copies of at least 3 invoices or receipts from your primary supplier(s) issued in the last 180 days for your most popular products (covering at least 20 units). – Contact information for your supplier, including name, phone number, address, and website. You can send .pdf, .jpg, .png, or .gif files. These documents must be authentic and unaltered. You may remove pricing information, but the rest of the document must be visible. If we do not hear from you within 15 days, or we are unable to confirm the information you provide, we will remove your listings for certain popular products in the Music category. To learn more about our policies, search for these topics in Seller Central Help: – Prohibited Seller Activities and Actions – Product Detail Page Rules – Condition Guidelines Sincerely, Seller Performance Team amazon.com Amazon.com: Online Shopping for Electronics, Apparel, Computers, Books, DVDs & more  amazon.com Amazon.com: Online Shopping for Electronics, Apparel, Computers, Books, DVDs &... Online shopping from the earth's biggest selection of books, magazines, music, DVDs, videos, electronics, computers, software, apparel & accessories, shoes, jewelry, tools & hardware, housewares, furniture, sporting goods, beauty & personal care,...",https://sellercentral.amazon.com/forums/t/i-just-received-this-notification-how-to-i-respond-amazon-com-direct/315953
Custom Order - photo upload setup,Amazon Custom,Amazon Custom Forum,"My company has just branched out to begin selling custom photo prints mounted on foam board through Amazon. [https://www.amazon.com/dp/B07143Y4L4 19] As best I can tell - everything seems to be set up and ready to go… I’m just unsure about how the photos will come through once the customer uploads his/her selection through the store. We went through the “custom seller” application and updated the each “child” in the size variation to custom, and uploaded the 400x400px preview Other than doing a test-buy on our own - is there a way to “test” what size the submitted file can/will come in as? (My main concern is if it will come in full-size or cropped/resized as the customer wants it. edit: Or - if the image will be compressed when transferred.) Any constructive criticism/hints for improvement would be much appreciated. Edited by: Perham Printing on May 10, 2017 12:30 PM",https://sellercentral.amazon.com/forums/t/custom-order-photo-upload-setup/307104
Early Reviewer Program,Amazon Custom,Amazon Custom Forum,"Anyone receive this Early Reviewer Program function? But when click in, it turn into FAQ pages. How to fix it. Thank you.",https://sellercentral.amazon.com/forums/t/early-reviewer-program/312909
Custom order but didn’t give details,Amazon Custom,Amazon Custom Forum,"I had a customer order an item but failed to give details for the customization, I have been sending emails left and right and she does not answer. The item is due to ship tomorrow, my questions is, do I send without the customization (initial) or cancel the order? From what I understand I will get dinged if I cancel the order. I don’t know what to do! Any suggestions?",https://sellercentral.amazon.com/forums/t/custom-order-but-didnt-give-details/311713
How can I upload a shipping confirmation file with the seller order id?,Amazon Custom,Amazon Custom Forum,How can I upload a shipping confirmation file with the seller order id?,https://sellercentral.amazon.com/forums/t/how-can-i-upload-a-shipping-confirmation-file-with-the-seller-order-id/311864
Where is the return shipping label printed from,Amazon Custom,Amazon Custom Forum,Where is the return shipping label printed from,https://sellercentral.amazon.com/forums/t/where-is-the-return-shipping-label-printed-from/311728
