Title,Category,Sub-category,Post Text,URL
Should I disable vacation mode to update inventory,Fulfillment By Amazon,Fulfillment By Amazon,"As I run out of stock, I set my seller account to Vacation mode.I sent a new shipment … The status is Delivered. The question is : Should I disable the vacation mode ( enable account ) to make amazon update my inventory or they will do it while on Vacation ?thanks",https://sellercentral.amazon.com/forums/t/should-i-disable-vacation-mode-to-update-inventory/634152
Medical supplies and equipment approval,Fulfillment By Amazon,General Selling Questions,They are telling me that any information applied to product packaging must not be easily removable. I have my Company name and address SCREEN PRINTED onto my boxes and it is not being approved because it cannot be easily removable they’re telling me. Has anyone had category approval issues of this sort that can help me? They’re not telling me exactly what I need as far exactly what information it needs to be and are not telling me how screen sprinted is easily removable? If being printed on the box is not good enough what do I need to do?,https://sellercentral.amazon.com/forums/t/medical-supplies-and-equipment-approval/554389
Stranded Inventory,Fulfillment By Amazon,General FBA Questions,I recently listed 100 books for sale on Amazon. 23 of those books went to Stranded Inventory and,https://sellercentral.amazon.com/forums/t/stranded-inventory/633479
Sent wrong items to Amazon FBA,Fulfillment By Amazon,Shipping Inventory to Amazon,"Hi everyone,I shipped my items to Amazon 2 days ago and now I realize I sent the wrong items to them (single items instead of bundle).I just canceled my shipment on Amazon and don’t know what to do to get those items back to me.Can anyone help me with this please!Thank you very much!",https://sellercentral.amazon.com/forums/t/sent-wrong-items-to-amazon-fba/633755
Calculate to Print labels to ship box into FBA not working?,Fulfillment By Amazon,Fulfillment By Amazon,I am preparing stuff to go into Amazon for FBA.  There seems to be some sort of glitch suddenly.  Earlier this afternoon I did manage to print labels and complete two shipments.But now I’m trying and I click calculate and I get the spin thing for a moment then button pops back up like nothing happened.Earlier I did have an odd error as I entered the box size and weight it told me there were errors but wouldn’t say what.  So I closed the browser and then logged back in and when I came back to the shipment it seemed ok so I tried to calculate the shipping and it just keeps popping back up with no calculation?I suppose I can come back to it tomorrow since nothing is shipping out till Tuesday anyway…Anyone else seeing this issue?,https://sellercentral.amazon.com/forums/t/calculate-to-print-labels-to-ship-box-into-fba-not-working/633777
Amazon Cubiscan Error,Fulfillment By Amazon,Fulfillment By Amazon,"I have a product with 4 variations, one of the variations is being charged a higher fba fee because the weight is measured incorrectly. the product is 90 grams but amazon measured it as 205grams. I requested amazon to re-measure my product, and the result is unchanged. i have the physical product with me and it is 90 grams. has anyone encountered a measurement mistake with amazons cubiscan machine?",https://sellercentral.amazon.com/forums/t/amazon-cubiscan-error/633730
"Refund Applied, Can I find out WHY?",Fulfillment By Amazon,Fulfillment By Amazon,I’ve had a few orders pop up as Refund applied.  Is there any way for me to find out WHY the refund was applied?  Am I going to get the product back or do they just take money back and leave me with only questions?,https://sellercentral.amazon.com/forums/t/refund-applied-can-i-find-out-why/633726
Sales Tax question,Fulfillment By Amazon,General FBA Questions,Do you use TaxJar or another plugin? What do you like or not like about them?I’m looking at Avalara or TaxJar as they will handle sales tax in all states that you have products in at the FC’s. (I didn’t know that created a nexus in that state. Whoops),https://sellercentral.amazon.com/forums/t/sales-tax-question/567020
Inventory checked in under wrong shipment ID somehow,Fulfillment By Amazon,Shipping Inventory to Amazon,"I don’t even know how this happens but I wanted to see if anyone had the same issue.  I have 2 shipping plans for the same ASIN, one of 400 units and the other 600 units.  400 unit shipping plan created 5/4 and all units delivered on 5/11.  Most were checked in except about 20-40 units.  I created the 600 unit shipping plan on 5/20 and it was shipped via sea 2 days ago (so no way the wrong labels were applied or that those units are there yet).  Somehow Amazon is checking in the last 20 or so units under the new shipment ID and I’m not sure how that’s possible.  I can fast forward to this being another inventory reconciliation debacle - has this happened to anyone?  I reached out to the awesome seller support team and of course got a precanned “its your fault probably and wait till inventory reconciliation is available” response.  Trying to see if there’s anything they can do before then so I don’t get 2 shipments flagged incorrectly for issues.",https://sellercentral.amazon.com/forums/t/inventory-checked-in-under-wrong-shipment-id-somehow/633312
FBA selling plan help!,Fulfillment By Amazon,Fulfillment By Amazon,"I got the free plan of amazon FBA, i realized i no longer want FBA before i start selling and only want to use FBM, how do i downgrade my account selling plan? Or atleast how do i change it so i no longer have FBA?",https://sellercentral.amazon.com/forums/t/fba-selling-plan-help/633654
Feedback removal what a joke!,Fulfillment By Amazon,Fulfillment By Amazon,"lately the feedback removal system is total useless they dont even read your repley ,i take my time to show that the feedback was fba problem and they say the same caned reply. i would not bother but i work hard to keep good ratings and they just dont care ,here is the latest .these were all fba.1 rated ,Unable to receive a package shipped by UPS. Cannot pick it up at a holding location. I assume it will be returned. I forgot to put on the order that the package should be shipped U.S. mail as UPS cannot get in our building gate unless someone is home to let them in. Very sorry I can’t get delivery.3 rated  Recipient reports that the gift message was missing from the package. She correctly guessed that I was the giver, but what is the use of going through the time and trouble to compose a lovely note if the seller is going to ignore it?2 rated  The order was not completely filled, was missing part of it, the female signi only sold her a bottle of lotion .this is getting hard to do business when amazon dose not do the right thing.",https://sellercentral.amazon.com/forums/t/feedback-removal-what-a-joke/632804
MDW2 Delay,Fulfillment By Amazon,General FBA Questions,"Hi there, I have around 2 pallets worth of inventory delivered to MDW2 but still waiting them to check-in for about a week and a half. I have never experienced this for almost two years now. Any ideas?",https://sellercentral.amazon.com/forums/t/mdw2-delay/633251
Will reconcile became eligible without receiving?,Fulfillment By Amazon,Shipping Inventory to Amazon,One of my FBA shipment delivered but never checked in and receiving .After a long time spending for contact seller support and get the same copy / paste answer to wait until recocil button became eligible with condition “The date that your shipment becomes eligible for investigation will be shown after your boxes have been checked in.”I’ve research in this forum and found a lot of same case but no one mention aboutWill reconcile became eligible without receiving?,https://sellercentral.amazon.com/forums/t/will-reconcile-became-eligible-without-receiving/590177
Stranded Inventory,Fulfillment By Amazon,General FBA Questions,I recently listed 100 books for sale on Amazon. 23 of those books went to Stranded Inventory and,https://sellercentral.amazon.com/forums/t/stranded-inventory/633479/2
Meltable Removal Delayed past May 15,Fulfillment By Amazon,Fulfillment By Amazon,"Hey All,I started a removal order placed back in March for a bunch of chocolate that was sitting in FBA. This was well within the 30 business day SLA before May 15. Now, May 15 (the meltables deadline) has passed and my units have not been shipped back to me. The Removal order detail shows the units haven’t been shipped and all the support cases I’ve opened have led to canned response about COVID-related delays and to continue to wait.I consider them to be unsellable/damaged at this point. What options do I have to get reimbursed?Any insight would be greatly appreciated.Thanks!",https://sellercentral.amazon.com/forums/t/meltable-removal-delayed-past-may-15/633268
FBA vs FBM sales,Fulfillment By Amazon,General FBA Questions,"Since Amazon started having 20-30 day delivery times for FBAs, our FBM listings now get the buy box since they ship next-day. And, surprisingly, our sales are about 50% over what we normally see this time of year.Now, I’m not sure if it’s because so many people are home and bored and shopping. It seems like people would be watching discretionary spending a lot more closely. To say our products are frivolous and non-essential would be an understatement.This has me wondering if FBA is really worth the trouble.Just curious, is anyone else seeing this kind of move to FBM listings and a sales increase? What about you FBA-only people? How badly, if at all, are you being hurt by the long shipment times?",https://sellercentral.amazon.com/forums/t/fba-vs-fbm-sales/611631
Removal Order Pending,Fulfillment By Amazon,Fulfillment By Amazon,"Hi,I have a removal order which has status of 3 units delivered, 1 unit canceled and 6 units pending. Currently I closed the listing because of mislabeled of units and did not want to send wrong item to customer and get a bad review. Will those 6 pending units be available for customers if I re-open the listing? Seller support told me that those 6 units would not be available for customer to buy, but the answer did not give me confidence. Can anyone confirm it?Thanks!",https://sellercentral.amazon.com/forums/t/removal-order-pending/633399
Inventory then manage inventory,Fulfillment By Amazon,Shipping Inventory to Amazon,"![IMG_2732|483x500](upload://t5pcazpMmOcxkWmQIrz4AHy3tjT.jpeIMG_2732.jpg2906×3005 3.4 MB g)Always, when adding an item to be sold, I went to Inventory then to Add a Product.I used to be able to see the Estimated Fee Per Unit Sold written in blue ink. Now I cannot.I went to Settings, then Shipping Settings, trying to fix the problem. Here, under Default Templates it said:   “Migrated Template”. I changed that to Standard. Now, under Price and Shipping it says Standard and I still don’t see the Estimated Fee Per Unit Sold information.I don’t understand why the page information is not like it always was.  What has changed?I used to be able to ship via FBA and offer no shipping fee for Prime Members.  Can I still do this under Standard Shipping?Also, am I paying more to ship to Amazon centers?Can someone PLEASE explain to me what is going on???Thank you.",https://sellercentral.amazon.com/forums/t/inventory-then-manage-inventory/633383
FBA Shipment Lost by UPS Claim Process,Fulfillment By Amazon,Product Authenticity,I used UPS through Amazon to send a shipment to one of the fulfillment centers and its been over a month and the UPS tracking is showing the In-transit status.I have contacted seller support multiple time and they have been of no help at all. Seller support keeps on telling me to look at the target reconcile date when there is none since the shipment has not been delivered.Has anyone experienced such a scenario and how were you able to get a trace initiated or a claim filed?Thanks!,https://sellercentral.amazon.com/forums/t/fba-shipment-lost-by-ups-claim-process/633382
Amazon keeps losing my inventory and refuses to pay,Fulfillment By Amazon,Shipping Inventory to Amazon,"Hello,Amazon keeps losing our inventory, it has happened 2 times in 1 month now. They claim they have received less units than what was stated on shipment and refuse to admit their mistake. We are not talking about 1 or 2 units missing but 100s. Sometimes whole SKUs are missing. We know we have sent them entire inventory and I can understand occasional misplacement but this has happened 2 times in a month and has cost us thousands. What can we do to make Amazon reimburse us for the loss?Thanks",https://sellercentral.amazon.com/forums/t/amazon-keeps-losing-my-inventory-and-refuses-to-pay/633285
Wrong Shipping Measurements,Fulfillment By Amazon,Shipping Inventory to Amazon,"When I was going through the shipping process, I measured the box I was mailing them in instead of the units.  Can anyone tell me how to change those measurements?",https://sellercentral.amazon.com/forums/t/wrong-shipping-measurements/633369
Prep Packaging for FBA,Fulfillment By Amazon,General FBA Questions,"I sell liquids.  The handling and transfers of my product too often ruin the product and the customer, rightfully, returns it.  I see how Amazon ships me the returns and hear from friends about the condition the product arrived in.  I want to ship these items to amazon, packed in my own mailing box.  All Amazon would have to do is put a label on it and ship to the buyer.  All liquids I sell need to be in a bag with a suffocation warning on it.  Can I put the bottle with the liquid inside the bag; put bag and bottle inside the box; and put the FNSKU label on an end panel of the mailing box?  Would FBA object?",https://sellercentral.amazon.com/forums/t/prep-packaging-for-fba/633014
Two Variations-Identical UPC numbers,Fulfillment By Amazon,Fulfillment By Amazon,I just noticed I have listed two variations of a shirt size with identical UPC numbers.  The correct size and UPC has inventory in FBA while the incorrect size with the identical UPC number has no inventory associated with it.How can I fix the UPC with the correct size with out getting the inventory all mess up?,https://sellercentral.amazon.com/forums/t/two-variations-identical-upc-numbers/633269
LTL shipping,Fulfillment By Amazon,Shipping Inventory to Amazon,Hi it the first time i am using amazon partner carriers to ship LTLi choose it on the shipment page and approved the prices. scheduled a pickup date to 26.5.2020no contact person details or phone number was asked nor given and i see now it is scheduled to 26.5.2020 3 am UTC which is 23:00 pmi don’t think the warehouse where the goods are is open at those hoursdoes anyone has experience with this?,https://sellercentral.amazon.com/forums/t/ltl-shipping/633248
"If my manufacturer is making a custom box for my product, should I insist that they include a bar code, or GTIN?",Fulfillment By Amazon,Fulfillment By Amazon,I would like to avoid having to affix labels to each of my products with a GTIN (UPC or barcode).  Will the manufacturer of my product do it for me if they are creating a custom box?,https://sellercentral.amazon.com/forums/t/if-my-manufacturer-is-making-a-custom-box-for-my-product-should-i-insist-that-they-include-a-bar-code-or-gtin/632998
First FBA shipment since pandemic,Fulfillment By Amazon,General FBA Questions,"Now that we’re living under “pandemic” rules, can I ship anything to FBA fulfillment.Will I be alerted while making an FBA shipment?I don’t want to ship stuff in and have Amazon tell me they can’t take this or that right now and have to deal with returning items or whatever.Can I just start an FBA shipment and the system will take care of everything?",https://sellercentral.amazon.com/forums/t/first-fba-shipment-since-pandemic/622046
2 different supplier,Fulfillment By Amazon,Fulfillment By Amazon,"Hi everyone , Brand new seller here . I have one product and ı want to sell but ı also want to add the same listing another product which one of ‘Amazon’s Frequently bought together’ . But The problem They are two different suppliers so how do we merge them together. Because ı want to sell them together.So the questioncan  ı make my both suppliers to ship to amazon seperately? or how? Who shoul take care of it?thanks",https://sellercentral.amazon.com/forums/t/2-different-supplier/632598
"FBA Shipment Showing in Receiving, Hasn’t left the warehouse yet?",Fulfillment By Amazon,Shipping Inventory to Amazon,"Hi All,So I have a strange thing happening with my LTL shipments to Amazon. We created a shipping plan last week and shipped it out to PHX7. That shipment was scheduled for delivery today and arrived today. Since that shipment left, we have created and shipped out another shipment which was also marked to ship to PHX7. However, when I got the notification tonight that the shipment had arrived and was being checked in, I was shocked to realize that both shipments show to be at the checking in stage at the Amazon warehouse. I know that there can not be a mixup due to one arriving before the other, because the second shipment is still sitting in my warehouse, and will not leave until next week. My only thought would be to sit tight and see what happens, but I would like to know if anyone has experienced this before.",https://sellercentral.amazon.com/forums/t/fba-shipment-showing-in-receiving-hasnt-left-the-warehouse-yet/633103
What does this error message mean NEW-PEP-SER-NF,Fulfillment By Amazon,Shipping Inventory to Amazon,Trying to send inventory to Amazon and keep getting this error message. Please advise.,https://sellercentral.amazon.com/forums/t/what-does-this-error-message-mean-new-pep-ser-nf/633021
Editing shipping carrier for a shipment plan equals changing labels?,Fulfillment By Amazon,Shipping Inventory to Amazon,I intially put UPS for my shipment that is now shipped by DHL. I haven’t marked the plan as “shipped” so it seems I can still change the carrier. Would that be risky though and would it require me to reprint the labels? I obviously can’t change the labels as the order have been sent already,https://sellercentral.amazon.com/forums/t/editing-shipping-carrier-for-a-shipment-plan-equals-changing-labels/632912
Missing Units Added to Shipment from a Year Ago,Fulfillment By Amazon,Shipping Inventory to Amazon,"I recently sent my first pallet of product into Amazon, 4 SKUs about 700 units total. 1 had the correct count, 2 SKUs were over by 1-2 items, and the last SKU was short over 50 units.I waited until I could finally reconcile and sent in a copy of my invoice showing how many units I purchased and another invoice showing those same number of units prepped by my 3PL.Today Amazon responded and said they found the missing 52 units and added them to another shipment with that same SKU from a year ago. Has this happened to anyone else before? I don’t understand why they wouldn’t just add them to the shipment that they’re missing from. It’s obvious I have not had 52 units that were delivered a year ago just sitting around and miraculously sent in 52 less in this pallet despite all evidence to the contrary.",https://sellercentral.amazon.com/forums/t/missing-units-added-to-shipment-from-a-year-ago/632847
Amazon FBA inventory did not get checked in,Fulfillment By Amazon,Shipping Inventory to Amazon,"My shipment was already delivered to Joliet on 12/5 but until now it still hasnt got checked in. Meanwhile my shipment sent to the same warehouse a few weeks ago got checked in the same day. I am really worried because my product is already out of stock for days and my competitor on buy box is selling so well since i go out of stock. Is anyone experiencing this? Also, does the fact that i go out of stock affects my chance of winning the buy box when i am back in stock?",https://sellercentral.amazon.com/forums/t/amazon-fba-inventory-did-not-get-checked-in/631208
Should we be getting FBA Shipping Inquiries?,Fulfillment By Amazon,FBA Orders and Customer Service,"I’m new around these parts, so forgive me if I should know the answer already but…I am getting shipping inquiries “Where’s my item??”  from FBA customers.  How do you guys handle these?  Seems this should be going to Amazon and not me.  Amazon refuses to give me enough information to do more than purely speculate (am I missing something??).  If Amazon provided me the tracking number, I think I might be able to add SOMETHING.  But at this moment, I am left with “Uhhhh VIRUS” as the answer to everything.What I WANT to write is ""Hell, I don’t know.  Why are you asking ME, I pay Amazon to ship this $%^ out and THEY should be spending customer support time to field your question.  Not sure WHY I am getting your message.  Hell, I don’t even have your tracking number!  Wondering what I am paying them for if they can’t fulfill their end of the deal.Yea, feeling like writing that, but Amazon "" officials 'have six ways from Sunday at getting back at you """,https://sellercentral.amazon.com/forums/t/should-we-be-getting-fba-shipping-inquiries/628878
Shipment wrongly changed to Receiving,Fulfillment By Amazon,Shipping Inventory to Amazon,"Happened to me multiple times in the past few months.A shipment that I have not even shipped out will be marked as Receiving, with a few units “received”.Each time I have to notify Seller Support, and they will say the fulfillment center made a mistake, and change the shipment status back to Working.I don’t get how this happens. How does the fulfillment center magically “receive” these few units, when I have not even shipped anything.Has anyone experienced anything similar?",https://sellercentral.amazon.com/forums/t/shipment-wrongly-changed-to-receiving/632449
How do I change to smaller packaging dimensions for a new shipment of an existing product?,Fulfillment By Amazon,Shipping Inventory to Amazon,"My current inventory of bags (1 ASIN) is a “Small Oversize” product size tier.My new replenishment shipment will be coming soon and my supplier was actually able to reconfigure the packaging on this new order of bags (by folding the bags in half within their smaller poly bag) so that they will now be a “Large Standard-Size”.I am ready to officially replenish with a new shipment plan within FBA but it will not let me put in the new smaller dimensions.  Is there a way to do this or do I have to request a cubiscan after it arrives at the warehouse and get reimbursed then?  Also, do I need to wait until all of my current “Small Oversize” inventory is depleted so as not to mix the larger and smaller packaging?Thanks in advance for any help and suggestions!",https://sellercentral.amazon.com/forums/t/how-do-i-change-to-smaller-packaging-dimensions-for-a-new-shipment-of-an-existing-product/630259
FBA inventory issue turns into 3pack of items for sale,Fulfillment By Amazon,FBA Orders and Customer Service,"I recently sent in some products sold individually via FBA, on the website that is viewed publicly it now says for the same price sold as 3pack? I have no idea how this happened but how do I get it fixed so its sold individually??",https://sellercentral.amazon.com/forums/t/fba-inventory-issue-turns-into-3pack-of-items-for-sale/632211
Description text under fnsku barcode?,Fulfillment By Amazon,Shipping Inventory to Amazon,Is the description text under the fnsku barcode required if I’m having my designer integrate the barcode into the artwork for Custom packaging? Any help would be greatly appreciated. Thank you!,https://sellercentral.amazon.com/forums/t/description-text-under-fnsku-barcode/632196
FBA Disposal I did not set up,Fulfillment By Amazon,Fulfillment By Amazon,I just noticed an order for 7 units of something.  Thinking…cool…I look closer and notice it’s non-Amazon.Somebody set up my inventory to be disposed of and I have no idea why.  Has anybody had this happen where product just magically gets added to a disposal order?Confused and angry.  Between this and products that were “deleted” that I never deleted from FBA it has been a frustrating few days.,https://sellercentral.amazon.com/forums/t/fba-disposal-i-did-not-set-up/631847
Shipping labels,Fulfillment By Amazon,Shipping Inventory to Amazon,"I have some inventory ready to be shipped from the supplier, but he has just notified me that inside the big carton he has put inner boxes that contain the final product - it’s a safety measure. So, I have a big carton that contains 60 products, but these 60 products are also packed in 6 inner boxes. My question is: if I have labeled the big carton with my SC generated shipment labels, do I also need to label the smaller inner boxes? Right now, the inner boxes have no information on them.Thank you and I appreciate your help!",https://sellercentral.amazon.com/forums/t/shipping-labels/632038
About leather belt & FBA,Fulfillment By Amazon,Fulfillment By Amazon,"Hello everyone, I have a question about leather belts products. I am manufacturer, and I want start selling on Amazon through FBA service, but I have some questions:Do leather belts must have suffocation warning bags?In my case, leather products, how do I know which GTIN/UPC is fit for my products category?I read that I need barcode to put on a single product, but I didn’t understand which barcode is it. Also, is that something I need to do, or the delivery company can do it for me?Thank you for your answers.",https://sellercentral.amazon.com/forums/t/about-leather-belt-fba/632023
Cancelled items,Fulfillment By Amazon,General FBA Questions,"Hi, I am sorry if this question asked before.I have some canceled items in my account(FBA). It has been four a couple of months I don`t see them in my inventory(active or inactive none of them) or in my amazon account. What could happen to them? What should I do for them to get back?Thanks.",https://sellercentral.amazon.com/forums/t/cancelled-items/630330
Lost FBA Inventory when Transferring from One FC to Another,Fulfillment By Amazon,General FBA Questions,"My freight forwarder made the mistake of shipping my inventory to the wrong Dallas FC (UTX 4 when it should have been FTW1). I opened up cases to see what my appropriate course of action should be, and they reassured me that they have an internal process to handle mis-shipments and that it would be transferred to the appropriate location with delays in processing. An Amazon Seller Support agent confirmed that it was set to be transferred to FTW1 by 3/11/20. It still hasn’t been received. I can’t reconcile the shipment because it was never checked in. I opened up another case, with an attachment of the transfer confirmation, asking to investigate the lost inventory. Nearly 2 weeks have passed without a response. Does anyone have any advice for how I should best handle this?",https://sellercentral.amazon.com/forums/t/lost-fba-inventory-when-transferring-from-one-fc-to-another/631026
Best Resources to Learn FBM Options?,Fulfillment By Amazon,Multi-Channel Fulfillment,"Exploring doing some selling from external website and comparing the Amazon Multi Channel Fulfillment pricing with USPS shipping, US domestic. Small items, think package 8 x 11 x .75"", 6 ounces.Apart from scouring the USPS website as I am doing, did you find other valuable resources to make good comparisons - either well written guides or companies you recommend or any info you could throw into the mix so I am able to make a good decision?Thanks so much for your time!",https://sellercentral.amazon.com/forums/t/best-resources-to-learn-fbm-options/629170
"Lost or Missing items on FBA warehouse in Moreno Valley, CA ONT8",Fulfillment By Amazon,General FBA Questions,"whenever I send my inventory to Moreno Valley, CA ONT8 warehouse my items getting lost.here how they work, first they receive them partially until it show in the system that the full qty of what you send and after a week they start to move some to other facilities. on this procedure if you have high end and good items some will be disappears and your inventory will be adjusted by insiders and you cannot get back anything or prove. I complained to seller support they are not really helping they are more like machine in human body. after complain they are telling me that you did not send the qty that you supposed to send. bacillary there is a team inside that they are doing this professionally for many years.is anyone knows how to deal with this kind of cases? is there any management email or higher level of support contact?",https://sellercentral.amazon.com/forums/t/lost-or-missing-items-on-fba-warehouse-in-moreno-valley-ca-ont8/631694
Different Delivery Dates,Fulfillment By Amazon,General FBA Questions,"One ASIN that I sell FBA Prime has 2 other FBA Prime sellers. In the listing where it lists the available sellers, it shows 3 different shipping types.[Fulfillment by Amazon ]Want it delivered Wednesday, May 27? Choose Standard Shipping at checkout. [See details] [Shipping rates] and [return policy][Fulfillment by Amazon ]Want it delivered Thursday, May 21? Order it in the next 22 hours and 10 minutes, and choose Two-Day Shipping at checkout. [See details] [Shipping rates][Fulfillment by Amazon ]Want it delivered Wednesday, May 20? Order it in the next 5 hours and 24 minutes, and choose Two-Day Shipping at checkout. [See details] [Shipping rates]All 3 have the same selling price. Being as they are all FBA and all Prime, why is there such a difference in the delivery dates?  I realize that the pandemic has created delays, but shouldn’t the delays be the same for the same ASIN in the same sales channel?",https://sellercentral.amazon.com/forums/t/different-delivery-dates/630548
FBA Order Not Received Buyer Leaves Negative Feedback,Fulfillment By Amazon,General FBA Questions,"Customer ordered book. Left negative feedback with following message:“The package was torn open when delivered today. Only one book, Hiking With Nietzsche, was in the package. The book: How a Poem Moves was missing. There was also no paperwork in the package detailing my purchase. I would like a refund for the price of the missing book. Thank you”When I try to contact buyer to inform him to reach out to Amazon I am blocked from reaching out to him through buyer-seller messaging.What should I do to resolve the matter?",https://sellercentral.amazon.com/forums/t/fba-order-not-received-buyer-leaves-negative-feedback/631634
Shipment from Manufacture in China to FBA Center US,Fulfillment By Amazon,Shipping Inventory to Amazon,MAY 2020.  UPS stoped delivering goods from China to US via Air. FEDEX tells Shipment of goods in FBA warehouse is not supported.How to send items from China to FBA Center?,https://sellercentral.amazon.com/forums/t/shipment-from-manufacture-in-china-to-fba-center-us/631642
One Item- two boxes,Fulfillment By Amazon,Fulfillment By Amazon,"Hello, I have one item but comes in two boxes. How do I go about letting FBA know that the 2 boxes make one item?  So when an order is placed, they will ship one of each of the boxes. Thank you for your help.",https://sellercentral.amazon.com/forums/t/one-item-two-boxes/631603
Incorrect # of units listed by Amazon,Fulfillment By Amazon,Shipping Inventory to Amazon,"I sent 18 units to Amazon FBA, but they only listed 1 under number of items. What is the easiest way to communicate these types of issues to Amazon?",https://sellercentral.amazon.com/forums/t/incorrect-of-units-listed-by-amazon/631538
Transparency Code Violation,Fulfillment By Amazon,General FBA Questions,"Hi I received this message today however they don’t list an ASIN to remove. I called customer support and they don’t see anything either. What am I missing here ? I am reading articles now on Transparency so It sounds like I am selling an item that is listed in the Transparency Program without permission, not sure. Any help is appreciated.We set aside some of your inventory because it is not appropriately labeled with Transparency codes. The item(s) we removed are at the bottom of this message. You may not currently list these items.Why did I receive this message?The item(s) listed at the end of this email are part of Amazon’s Transparency program. Transparency is an item-level tracing service that helps protect customers from counterfeit. The sale of counterfeit products on Amazon is strictly prohibited.You can learn more about Amazon’s policies regarding the sale of counterfeit items in Seller Central Help:– Amazon Anti-Counterfeiting Policy (https://sellercentral.amazon.com/gp/help/201165970)– Policies and Agreements (https://sellercentral.amazon.com/gp/help/521)You can learn more about Transparency here: https://brandservices.amazon.com/transparencyWhat happens now?Any units of Transparency-enabled products must be appropriately labeled with Transparency codes in order to be sold on Amazon. Your most recent shipment of inventory without codes must be removed from Amazon Fulfillment Centers within 90 days. If you plan to sell any Transparency-enabled ASINs on Amazon, please make sure all future inventory you source from other suppliers includes valid Transparency codes.You can create a removal order for the listings above using this link: https://sellercentral.amazon.com/gp/help/201436560.",https://sellercentral.amazon.com/forums/t/transparency-code-violation/631482
Product needs approval after 3 months,Fulfillment By Amazon,General FBA Questions,"Hello Amazon family, I have this product Frances’ Rub that I FBA in Feb/March and it had been on sale ever since until 1 week ago. All of a sudden Amazon is asking me to request approval for selling the product.What I would like to know is;Why are they asking me to request approval now and not when I first listed the product?I have requested approval by submitting documents that they requested. I was told I would get a response by the 19th May, on the 18th they request was changed to “under review” what does that mean?How long will it take for the case to be reviewed by Amazon?Thank you all for your help in advance.Regards,Jay.",https://sellercentral.amazon.com/forums/t/product-needs-approval-after-3-months/631369
I have sent lots of messages to inform customers the item have been out of store.but why lots of them said they didn’t receive my message?,Fulfillment By Amazon,Multi-Channel Fulfillment,I am a new seller in Amazon. and we fulfill the goods by merchant. sometimes there are out of stock that time  we will  inform our customers and let them to cancel  the order asap so that they might make the new choice to find they item in other store.but when I send the message in Amazon. lots of them said they didn’t get my message. why did they say that.I just have a bit confuse about the buyer account about the message box.if they can’t receive my message in time. some of they will be very angry with me and give me a bad feedback. how could we improve it to avoid those bad feedback.should I contact them by whatsapp or skype according to their telephone number?is it ok? ps: maybe some guy said the supply could update in the Amazon in time.it can’t be done.all of our colleagues will sell the same item in our company. it couldn’t be know when the item could be out of stock.,https://sellercentral.amazon.com/forums/t/i-have-sent-lots-of-messages-to-inform-customers-the-item-have-been-out-of-store-but-why-lots-of-them-said-they-didnt-receive-my-message/631290
Made barcode labe mistake,Fulfillment By Amazon,Fulfillment By Amazon,"I wanted to ship some urgent goods with barcode labeling by Amazon, but accidentally created a shipment with labeling by Merchant. Seems like goods will be delivered under our old listing. Amazon picked up the goods by LTL truck 5 days ago, but not delivered yet. Is there any way to make the barcode label sticking after delivery to Amazon?",https://sellercentral.amazon.com/forums/t/made-barcode-labe-mistake/631256
"Amazon lost $900 shipment, wont reimburse over their error",Fulfillment By Amazon,Shipping Inventory to Amazon,"So we shipped TWO boxes of 50 units to Amazon,  tracking numbers show that both boxes were delivered to the warehouse.BUT they say only one of the boxes received has our inventory, and that the second box contained a trash bin. (we have never sold or shipped trash bins)Seller Support keeps on repeating that they counted and confirmed the units despite proof of purchase, and delivery confirmation.Also, strangely enough 26 units of trashcans were unexpectedly placed in my inventory, which I removed for inspection, it must have been someone else’s stuff.They clearly switched my inventory with someone else’s.The mnsku has never existed in my store, but it shows up as being an unexpected item in my shipment, odd enough the sku name is “15910308905.missing”",https://sellercentral.amazon.com/forums/t/amazon-lost-900-shipment-wont-reimburse-over-their-error/631255
Product Names Suddenly Changed Languages,Fulfillment By Amazon,General FBA Questions,"We have been selling our products on Amazon for a couple years now. We only sell two products that come in different colors. We can’t pinpoint when this happened, but the majority of our product names are now in foreign languages.Those with changed titles are now marked as either stranded or deleted listings. All of the inventory for them is stranded as well.We did none of this. We only logged in to discover it had taken place. Amazons response wasWe understand that you are viewing Items in a different language on the inventory page.In this case, we kindly request you to relist the items to fix the issueWhat happened? Why do we now have to go through all of this to fix something we never changed?",https://sellercentral.amazon.com/forums/t/product-names-suddenly-changed-languages/631146
Random Products Suddenly Removed… “Fix Issue”?,Fulfillment By Amazon,Fulfillment By Amazon,"There doesn’t seem to have been any issues with these listings, but all of sudden, Amazon removed them and wants me to “Fix Issue”.It wants me to change the Seller SKU number on it, but I am worried that it would affect the current inventory I had them at. What should I do?I tested it on a product I don’t plan on selling anymore and all it did was create a duplicate listing with a new SKU and it is no longer under a variation. I deleted the duplicate it created and am unsure whether I should test it on existing inventory.The only commonality I noticed is that the products removed had a variation that was either out of stock or closed, so they ended up being the only ones available from the variations.Any help would be great.",https://sellercentral.amazon.com/forums/t/random-products-suddenly-removed-fix-issue/631083
